source_class_id,rank,target_class_id,weight
org.apache.xerces.dom.RangeExceptionImpl,1,org.apache.xerces.xs.XSException,0.53749956488941109
org.apache.xerces.dom.RangeExceptionImpl,2,org.apache.xerces.dom.RangeImpl,0.52742207674872732
org.apache.xerces.dom.RangeExceptionImpl,3,org.apache.xerces.dom3.as.DOMASException,0.50819742007768509
org.apache.xerces.dom.RangeImpl,1,org.apache.xerces.dom.DocumentImpl,0.62426297292519484
org.apache.xerces.dom.RangeImpl,2,org.apache.xerces.dom.NodeImpl,0.60410271471879096
org.apache.xerces.dom.RangeImpl,3,org.apache.xerces.dom.TextImpl,0.57848649993920054
org.apache.xerces.dom.SecuritySupport,1,org.apache.xerces.impl.dv.SecuritySupport,1
org.apache.xerces.dom.SecuritySupport,2,org.apache.xerces.parsers.SecuritySupport,1
org.apache.xerces.dom.SecuritySupport,3,org.apache.xerces.xinclude.SecuritySupport,1
org.apache.xerces.dom.SecuritySupport$1,1,org.apache.xerces.impl.dv.SecuritySupport$1,1
org.apache.xerces.dom.SecuritySupport$1,2,org.apache.xerces.parsers.SecuritySupport$1,1
org.apache.xerces.dom.SecuritySupport$1,3,org.apache.xerces.xinclude.SecuritySupport$1,1
org.apache.xerces.dom.SecuritySupport$2,1,org.apache.xerces.impl.dv.SecuritySupport$2,0.99999999999999833
org.apache.xerces.dom.SecuritySupport$2,2,org.apache.xerces.parsers.SecuritySupport$2,0.99999999999999833
org.apache.xerces.dom.SecuritySupport$2,3,org.apache.xerces.xinclude.SecuritySupport$2,0.99999999999999833
org.apache.xerces.dom.SecuritySupport$3,1,org.apache.xerces.impl.dv.SecuritySupport$3,1
org.apache.xerces.dom.SecuritySupport$3,2,org.apache.xerces.parsers.SecuritySupport$3,1
org.apache.xerces.dom.SecuritySupport$3,3,org.apache.xerces.xinclude.SecuritySupport$3,1
org.apache.xerces.dom.SecuritySupport$4,1,org.apache.xerces.impl.dv.SecuritySupport$4,1
org.apache.xerces.dom.SecuritySupport$4,2,org.apache.xerces.parsers.SecuritySupport$4,1
org.apache.xerces.dom.SecuritySupport$4,3,org.apache.xerces.xinclude.SecuritySupport$4,1
org.apache.xerces.dom.SecuritySupport$5,1,org.apache.xerces.impl.dv.SecuritySupport$5,0.99999999999999989
